gsis_id,display_name,first_name,last_name,position,position_group,birth_date,rookie_season,draft_year,draft_round,draft_pick,college_name,height,weight,pfr_id
00-0038112,Cam Jurgens,Cameron,Jurgens,C,OL,1999-08-21,2022,2022.0,2.0,51.0,Nebraska,75.0,303.0,JurgCa01
00-0039419,Michael Jurgens,Michael,Jurgens,G,OL,2000-01-01,2024,2024.0,7.0,230.0,Wake Forest,76.0,311.0,JurgMi02
JUR118654,Sonny Jurgensen,Christian,Jurgensen,QB,QB,1934-08-23,1974,,,,Duke,71.0,202.0,JurgSo00
JUR355962,Tom Jurich,Thomas,Jurich,K,SPEC,1956-07-26,1978,1978.0,10.0,276.0,Northern Arizona,70.0,185.0,JuriTo20
00-0008965,Jim Juriga,James,Juriga,OT,OL,1964-09-12,1988,1986.0,4.0,104.0,Illinois,78.0,269.0,JuriJi20
00-0035999,Luke Juriga,Luke,Juriga,C,OL,1997-06-07,2020,,,,Western Michigan,76.0,301.0,JuriLu00
00-0008966,John Jurkovic,Ivan,Jurkovic,DT,DL,1967-08-18,1991,,,,Eastern Illinois,74.0,301.0,JurkJo20
00-0008967,Mirko Jurkovic,Mirko,Jurkovic,G,OL,1970-05-19,1992,,,,Notre Dame,75.0,283.0,
00-0027298,Kevin Jurovich,Kevin,Jurovich,WR,WR,1986-06-30,2010,,,,San Jose State,72.0,197.0,JuroKe00
JUR711924,Bob Jury,Robert,Jury,S,DB,1955-10-05,1978,1978.0,3.0,63.0,Pittsburgh,73.0,188.0,JuryBo20
00-0026341,Steve Justice,Steven,Justice,C,OL,1984-05-26,2008,2008.0,6.0,201.0,Wake Forest,75.0,293.0,JustSt20
00-0024254,Winston Justice,Winston,Justice,OT,OL,1984-09-14,2006,2006.0,2.0,39.0,USC,78.0,317.0,JustWi20
JUS553720,Kerry Justin,Kerry,Justin,DB,DB,1955-05-03,1978,,,,Oregon State; East Los Angeles College,71.0,175.0,JustKe20
00-0008970,Paul Justin,Paul,Justin,QB,QB,1968-05-19,1995,1991.0,7.0,190.0,Arizona State,76.0,211.0,JustPa00
JUS692150,Sidney Justin,Sidney,Justin,CB,DB,1954-08-14,1979,,,,California State - Long Beach; Los Angeles Southwest College,70.0,170.0,
00-0029892,Kyle Juszczyk,Kyle,Juszczyk,FB,RB,1991-04-23,2013,2013.0,4.0,130.0,Harvard,74.0,235.0,JuszKy00
00-0033585,Brad Kaaya,Bradley,Kaaya,QB,QB,1995-09-03,2017,2017.0,6.0,215.0,Miami,76.0,215.0,KaayBr00
KAB276861,Vyto Kab,Vyto,Kab,TE,TE,1959-12-23,1982,1982.0,3.0,78.0,Penn State,77.0,243.0,KabxVy00
00-0008976,John Kacherski,John,Kacherski,LB,LB,1967-06-27,1992,,,,Ohio State,74.0,232.0,KachJo20
KAC276861,Jeff Kacmarek,Jeffrey,Kacmarek,DT,DL,1963-04-12,1987,,,,Western Michigan,74.0,240.0,KacmJe20
00-0041524,Will Kacmarek,Will,Kacmarek,TE,TE,2003-02-12,2026,,,,Ohio State; Ohio,78.0,258.0,KacmWi00
00-0019474,Isaiah Kacyvenski,Isaiah,Kacyvenski,LB,LB,1977-10-03,2000,2000.0,4.0,119.0,Harvard,73.0,252.0,KacyIs20
00-0023535,Nick Kaczur,Nicholas,Kaczur,OT,OL,1979-07-28,2005,2005.0,3.0,100.0,Toledo,76.0,315.0,KaczNi20
00-0029595,Josh Kaddu,Joshua,Kaddu,LB,LB,1990-03-12,2012,2012.0,5.0,155.0,Oregon,75.0,252.0,KaddJo00
00-0020218,Dave Kadela,David,Kadela,OT,OL,1978-05-06,2001,,,,Virginia Tech,78.0,304.0,KadeDa20
KAD415290,Mike Kadish,Michael,Kadish,DT,DL,1950-05-27,1974,,,,Notre Dame,77.0,270.0,KadiMi20
00-0022737,Nate Kaeding,Nate,Kaeding,K,SPEC,1982-03-26,2004,2004.0,3.0,65.0,Iowa,72.0,187.0,kaedinat01
00-0027974,Colin Kaepernick,Colin,Kaepernick,QB,QB,1987-11-03,2011,2011.0,2.0,36.0,Nevada,76.0,230.0,KaepCo00
00-0019993,Kevin Kaesviharn,Kevin,Kaesviharn,DB,DB,1976-08-29,2001,,,,Augustana (SD),73.0,200.0,KaesKe20
KAF276861,Kurt Kafentzis,Kurt,Kafentzis,DB,DB,1962-12-31,1987,,,,Hawaii,74.0,190.0,KafeKu20
KAF553722,Mark Kafentzis,Mark,Kafentzis,S,DB,1958-06-30,1982,1982.0,8.0,199.0,Hawaii; Columbia Basin College,70.0,190.0,KafeMa20
00-0027722,Mike Kafka,Michael,Kafka,QB,QB,1987-07-25,2010,2010.0,4.0,122.0,Northwestern,75.0,230.0,KafkMi00
00-0040318,Ale Kaho,Ale,Kaho,LB,LB,2000-04-07,2025,,,,UCLA; Alabama,74.0,230.0,KahoAl00
00-0024516,Kurt Kahui,Kurt,Kahui,LB,LB,1984-10-18,2006,,,,San Diego State,73.0,240.0,
00-0036632,Joshua Kaindoh,Joshua,Kaindoh,DE,DL,1998-12-27,2021,2021.0,4.0,144.0,Florida State,78.0,260.0,KainJo00
00-0008992,Jason Kaiser,Jason,Kaiser,DB,DB,1973-11-09,1998,,,,Culver-Stockton College,72.0,190.0,KaisJa20
KAI553722,John Kaiser,John,Kaiser,LB,LB,1962-06-06,1984,1984.0,6.0,162.0,Arizona; College of the Sequoias,75.0,227.0,KaisJo20
KAL138430,Jim Kalafat,James,Kalafat,LB,LB,1962-02-21,1987,,,,Montana State,72.0,235.0,KalaJi20
00-0008995,Tim Kalal,Tim,Kalal,P,SPEC,1967-09-13,1993,,,,Miami,75.0,205.0,
00-0034421,Peter Kalambayi,Peter,Kalambayi,LB,LB,1995-06-26,2018,2018.0,6.0,214.0,Stanford,75.0,254.0,KalaPe00
00-0008996,Alai Kalaniuvalu,Alai,Kalaniuvalu,G,OL,1971-10-23,1994,,,,Oregon State,75.0,302.0,
00-0041117,Athan Kaliakmanis,Athan,Kaliakmanis,QB,QB,2003-08-20,2026,,,,Rutgers; Minnesota,75.0,212.0,KaliAt00
00-0029687,Matt Kalil,Matthew,Kalil,OT,OL,1989-07-06,2012,2012.0,1.0,4.0,USC,79.0,315.0,KaliMa00
00-0025446,Ryan Kalil,Ryan,Kalil,C,OL,1985-03-29,2007,2007.0,2.0,59.0,USC,74.0,300.0,KaliRy20
00-0037031,Nikola Kalinic,Nikola,Kalinic,TE,TE,1997-01-21,2022,,,,York (Canada),76.0,248.0,KaliNi00
00-0033277,Kyle Kalis,Kyle,Kalis,C,OL,1993-12-21,2017,,,,Michigan,76.0,306.0,KaliKy00
00-0008999,Todd Kalis,Todd,Kalis,G,OL,1965-05-10,1988,1988.0,4.0,108.0,Arizona State,78.0,296.0,KaliTo20
00-0040058,Nick Kallerup,Nick,Kallerup,TE,TE,2001-03-27,2025,,,,Minnesota,77.0,266.0,KallNi00
00-0033493,Francis Kallon,Francis,Kallon,DE,DL,1994-02-02,2017,,,,Georgia Tech,77.0,295.0,KallFr00
00-0040467,Josh Kaltenberger,Josh,Kaltenberger,C,OL,2001-08-10,2025,,,,Maryland; Purdue,78.0,308.0,KaltJo00
00-0034662,Joshua Kalu,Joshua,Kalu,DB,DB,1995-08-28,2018,,,,Nebraska,72.0,203.0,KaluJo00
00-0009001,N. D. Kalu,Ndukwe,Kalu,DE,DL,1975-08-03,1997,,,,Rice,75.0,266.0,
00-0032729,Ufomba Kamalu,Ufomba,Kamalu,DE,DL,1992-11-02,2016,,,,Miami; Butler County JC,78.0,295.0,KamaUf00
KAM118654,John Kamana,John,Kamana,RB,RB,1961-12-03,1984,,,,USC,74.0,223.0,KamaJo20
00-0033906,Alvin Kamara,Alvin,Kamara,RB,RB,1995-07-25,2017,2017.0,3.0,67.0,Tennessee; Hutchinson CC; Alabama,70.0,215.0,KamaAl00
00-0036137,Azur Kamara,Azur,Kamara,DE,DL,1998-09-26,2020,,,,Kansas,76.0,235.0,KamaAz01
00-0041431,Bangally Kamara,Bangally,Kamara,LB,LB,2001-10-13,2026,,,,Kansas; South Carolina; Pittsburgh,74.0,235.0,
00-0041360,Mikail Kamara,Mikail,Kamara,DE,DL,2001-10-09,2026,,,,Indiana; James Madison,73.0,265.0,KamaMi00
00-0039877,Mohamed Kamara,Mohamed,Kamara,LB,LB,2000-06-09,2024,2024.0,5.0,158.0,Colorado State,73.0,253.0,KamaMo00
00-0036705,Sam Kamara,Sam,Kamara,DT,DL,1997-12-21,2021,,,,Stony Brook,72.0,272.0,KamaSa00
KAM711924,Bob Kampa,Robert,Kampa,DT,DL,1951-04-26,1974,,,,California; Gavilan College,76.0,252.0,KampBo20
00-0021269,Aaron Kampman,Aaron,Kampman,DE,DL,1979-11-30,2002,2002.0,5.0,156.0,Iowa,76.0,260.0,KampAa99
00-0036779,Hunter Kampmoyer,Hunter,Kampmoyer,TE,TE,1998-02-06,2021,,,,Oregon,76.0,243.0,KampHu00
00-0040901,Jaren Kanak,Jaren,Kanak,TE,TE,2004-02-10,2026,,,,Oklahoma,74.0,233.0,KanaJa00
00-0039063,Calijah Kancey,Calijah,Kancey,DT,DL,2001-03-01,2023,2023.0,1.0,19.0,Pittsburgh,72.0,280.0,KancCa00
KAN184574,Rick Kane,Richard,Kane,RB,RB,1954-11-12,1977,1977.0,3.0,69.0,San Jose State; Oregon,71.0,200.0,KaneRi00
00-0039235,Sanoussi Kane,Sanoussi,Kane,SAF,DB,2001-10-06,2024,2024.0,7.0,250.0,Purdue,71.0,210.0,KaneSa00
00-0009006,Tommy Kane,Tommy,Kane,WR,WR,1964-01-14,1988,1988.0,3.0,75.0,Syracuse,71.0,180.0,KaneTo00
00-0009007,Danny Kanell,Daniel,Kanell,QB,QB,1973-11-21,1996,1996.0,4.0,130.0,Florida State,75.0,218.0,KaneDa00
00-0034478,Chad Kanoff,Charles,Kanoff,QB,QB,1994-10-06,2018,,,,Princeton,76.0,227.0,KanoCh00
00-0026078,Kolo Kapanui,Kolomona,Kapanui,TE,TE,1983-11-13,2008,,,,West Texas State,75.0,270.0,
00-0025786,Jeremy Kapinos,Jeremy,Kapinos,P,SPEC,1984-08-23,2007,,,,Penn State,73.0,233.0,KapiJe20
KAP415290,Ken Kaplan,Kenneth,Kaplan,OT,OL,1960-01-12,1984,1983.0,6.0,158.0,New Hampshire,76.0,270.0,KaplKe20
KAR197755,Ken Karcher,Kenneth,Karcher,QB,QB,1963-07-01,1987,,,,Tulane; Notre Dame; Delgado Community College,75.0,205.0,KarcKe00
00-0009019,Doug Karczewski,Douglas,Karczewski,G,OL,1975-02-06,1998,,,,Virginia,77.0,300.0,
00-0036341,Khalid Kareem,Khalid,Kareem,LB,LB,1998-04-28,2020,2020.0,5.0,147.0,Notre Dame,76.0,268.0,KareKh00
00-0027779,Deji Karim,Deji,Karim,RB,RB,1986-11-18,2010,2010.0,6.0,180.0,Southern Illinois; Northeast Oklahoma,68.0,209.0,KariDe00
00-0037192,George Karlaftis,Yoros,Karlaftis,DE,DL,2001-04-03,2022,2022.0,1.0,30.0,Purdue,76.0,263.0,KarlGe00
KAR316408,Rich Karlis,Richard,Karlis,K,SPEC,1959-05-23,1982,,,,Cincinnati,72.0,180.0,karliric01
00-0022796,Mike Karney,Michael,Karney,FB,RB,1981-07-06,2004,2004.0,5.0,156.0,Arizona State,71.0,260.0,KarnMi00
KAR382010,Keith Karpinski,Keith,Karpinski,LB,LB,1966-10-12,1989,1989.0,11.0,282.0,Penn State,75.0,255.0,KarpKe20
00-0032445,Ted Karras,Theodore,Karras,G,OL,1993-03-15,2016,2016.0,6.0,221.0,Illinois,76.0,310.0,KarrTe00
KAR593265,Ted Karras,Theodore,Karras,DT,DL,1964-12-10,1987,,,,Northwestern,74.0,265.0,KarrTe21
00-0039750,Joshua Karty,Joshua,Karty,K,SPEC,2002-03-07,2024,2024.0,6.0,209.0,Stanford,74.0,208.0,KartJo00
00-0009027,Keith Kartz,Keith,Kartz,OT,OL,1963-05-05,1987,,,,California,76.0,270.0,KartKe20
00-0030512,Nick Kasa,Nicholas,Kasa,TE,TE,1990-11-05,2013,2013.0,6.0,172.0,Colorado,78.0,265.0,KasaNi00
00-0009028,John Kasay,John,Kasay,K,SPEC,1969-10-27,1991,1991.0,4.0,98.0,Georgia,70.0,210.0,kasayjoh01
00-0032896,Drew Kaser,Andrew,Kaser,P,SPEC,1993-02-11,2016,2016.0,6.0,179.0,Texas A&M,74.0,206.0,KaseDr00
00-0022504,Alain Kashama,Alain,Kashama,DE,DL,1979-12-08,2004,,,,Michigan,76.0,262.0,KashAl20
00-0033030,Nila Kasitati,Nila,Kasitati,G,OL,1993-04-25,2016,,,,Oklahoma,76.0,315.0,KasiNi01
00-0035613,Matt Kaskey,Matthew,Kaskey,OT,OL,1997-03-17,2019,,,,Dartmouth,79.0,325.0,KaskMa00
00-0020256,Kevin Kasper,Kevin,Kasper,WR,WR,1977-12-23,2001,2001.0,6.0,190.0,Iowa,73.0,202.0,KaspKe00
00-0020836,Brad Kassell,Robert,Kassell,LB,LB,1980-01-07,2002,,,,North Texas,75.0,242.0,KassBr20
00-0037501,Kevin Kassis,Kevin,Kassis,WR,WR,1997-09-19,2022,,,,Montana State,72.0,202.0,KassKe00
00-0022284,Norm Katnik,Norm,Katnik,C,OL,1981-07-02,2005,,,,USC,76.0,280.0,KatnNo20
KAT474616,Mike Katolin,Michael,Katolin,C,OL,1958-01-30,1987,,,,San Jose State; Rio Hondo College,75.0,255.0,KatoMi20
00-0041292,Kolbe Katsis,Kolbe,Katsis,WR,WR,2001-12-28,2026,,,,Northern Arizona; Pittsburg State (KS),73.0,185.0,
00-0009033,Eric Kattus,John,Kattus,TE,TE,1963-03-04,1986,1986.0,4.0,91.0,Michigan,77.0,235.0,KattEr00
00-0041246,Josh Kattus,Josh,Kattus,TE,TE,2004-03-07,2026,,,,Kentucky,76.0,245.0,
00-0023331,Matt Katula,Matthew,Katula,LS,SPEC,1982-08-22,2005,,,,Wisconsin,78.0,265.0,KatuMa20
00-0009034,Andy Katzenmoyer,Andrew,Katzenmoyer,LB,LB,1977-12-02,1999,1999.0,1.0,28.0,Ohio State,75.0,260.0,KatzAn20
00-0009035,Kani Kauahi,Daniel,Kauahi,C,OL,1959-09-06,1982,,,,Hawaii; Arizona State,74.0,260.0,KauaKa20
00-0030040,Brandon Kaufman,Brandon,Kaufman,WR,WR,1990-10-26,2013,,,,Eastern Washington,77.0,215.0,KaufBr00
KAU355962,Mel Kaufman,Melvin,Kaufman,OLB,LB,1958-02-24,1981,,,,Cal Poly (San Luis Obispo),74.0,221.0,KaufMe20
00-0009038,Napoleon Kaufman,Napoleon,Kaufman,RB,RB,1973-06-07,1995,1995.0,1.0,18.0,Washington,69.0,185.0,KaufNa00
00-0033117,Bronson Kaufusi,Bronson,Kaufusi,TE,TE,1991-07-06,2016,2016.0,3.0,70.0,BYU,78.0,275.0,KaufBr01
00-0034945,Corbin Kaufusi,Corbin,Kaufusi,OT,OL,1993-04-12,2019,,,,BYU,81.0,275.0,KaufCo01
KAU474616,Steve Kaufusi,Sitiveni,Kaufusi,DE,DL,1963-10-18,1989,1988.0,12.0,319.0,BYU,76.0,260.0,KaufSt20
00-0009041,Thom Kaumeyer,Thomas,Kaumeyer,DB,DB,1967-03-17,1989,1989.0,6.0,148.0,Oregon; Palomar College,71.0,187.0,KaumTh20
KAU711924,Jerry Kauric,Jerry,Kauric,K,SPEC,1963-06-28,1990,,,,,72.0,210.0,kaurijer01
00-0009045,Clarence Kay,Clarence,Kay,TE,TE,1961-07-30,1984,1984.0,7.0,186.0,Georgia,74.0,225.0,KayxCl00
KAY415290,Rick Kay,Richard,Kay,OLB,LB,1949-11-10,1975,,,,Colorado,76.0,235.0,KayxRi20
KAY622935,Bill Kay,William,Kay,CB,DB,1960-01-10,1981,1981.0,6.0,159.0,Purdue,73.0,190.0,KayxBi20
00-0009047,Muadianvita Kazadi,Muadianvita,Kazadi,LB,LB,1973-12-20,1997,1997.0,6.0,179.0,Tulsa,74.0,240.0,KazaMu20
00-0033512,Damontae Kazee,Damontae,Kazee,S,DB,1993-06-05,2017,2017.0,5.0,149.0,San Diego State,71.0,174.0,KazeDa00
00-0041456,Aidan Keanaaina,Aidan,Keanaaina,DT,DL,2002-02-13,2026,,,,California; Notre Dame,75.0,320.0,
KEA302028,Jim Kearney,James,Kearney,DB,DB,1943-01-21,1974,,,,Prairie View A&M,74.0,206.0,KearJi20
KEA377535,Tim Kearney,Timothy,Kearney,ILB,LB,1950-11-05,1974,,,,Northern Michigan University,74.0,227.0,KearTi20
00-0029875,Vernon Kearney,Vernon,Kearney,DB,DB,1989-01-31,2013,,,,Lane College,74.0,185.0,KearVe01
00-0028169,Frank Kearse,Frank,Kearse,DT,DL,1988-10-28,2011,2011.0,7.0,231.0,Alabama A&M,77.0,310.0,KearFr00
00-0032454,Jayron Kearse,Jayron,Kearse,S,DB,1994-02-11,2016,2016.0,7.0,244.0,Clemson,76.0,215.0,KearJa00
00-0029159,Jermaine Kearse,Jermaine,Kearse,WR,WR,1990-02-06,2012,,,,Washington,73.0,209.0,KearJe01
00-0009056,Jevon Kearse,Jevon,Kearse,DE,DL,1976-09-03,1999,1999.0,1.0,16.0,Florida,76.0,265.0,KearJe00
KEA528549,Tim Kearse,Timothy,Kearse,WR,WR,1959-10-24,1986,1983.0,11.0,303.0,San Jose State,70.0,186.0,KearTi21
00-0023384,Zak Keasey,Zakary,Keasey,FB,RB,1982-03-19,2005,,,,Princeton,72.0,235.0,KeasZa20
00-0020029,Michael Keathley,Michael,Keathley,G,OL,1978-03-09,2001,,,,TCU,76.0,296.0,KeatMi20
KEA604056,Chris Keating,Christopher,Keating,LB,LB,1957-10-12,1979,,,,Maine,74.0,223.0,KeatCh20
KEA679563,Tom Keating,Thomas,Keating,DT,DL,1942-09-02,1974,,,,Michigan,74.0,247.0,KeatTo00
00-0019466,Curtis Keaton,Curtis,Keaton,RB,RB,1976-10-18,2000,2000.0,4.0,97.0,James Madison; West Virginia,70.0,222.0,KeatCu00
KEE055372,Jerry Keeble,Jerry,Keeble,LB,LB,1963-08-19,1987,,,,Minnesota; Arizona Western,75.0,230.0,KeebJe20
00-0039310,Trevor Keegan,Trevor,Keegan,G,OL,2000-08-30,2024,2024.0,5.0,172.0,Michigan,77.0,315.0,KeegTr00
KEE332232,Mark Keel,Mark,Keel,TE,TE,1961-10-01,1987,1983.0,9.0,240.0,Arizona; Olympic College,76.0,228.0,KeelMa20
00-0035221,Stacy Keely,Stacy,Keely,DE,DL,1995-05-15,2019,,,,UAB; Iowa Western CC,78.0,220.0,KeelSt00
00-0024680,Ryan Keenan,Ryan,Keenan,G,OL,1983-08-18,2007,,,,Northwestern,77.0,295.0,
00-0019295,Sean Keenan,Sean,Keenan,QB,QB,1977-01-02,2000,,,,Williams College,75.0,208.0,
00-0041534,Tim Keenan III,Timothy,Keenan,DT,DL,2002-12-09,2026,,,,Alabama,73.0,327.0,KeenTi00
00-0036225,Dalton Keene,Dalton,Keene,TE,TE,1999-04-14,2020,2020.0,3.0,101.0,Virginia Tech,76.0,251.0,KeenDa00
00-0009068,Brad Keeney,Brad,Keeney,DT,DL,1973-11-20,1996,,,,The Citadel,75.0,294.0,KeenBr20
00-0040388,Jakobie Keeney-James,Jakobie,Keeney-James,WR,WR,2000-09-26,2025,,,,UMass Amherst; Eastern Washington,73.0,195.0,KeenJa00
00-0035106,John Keenoy,John,Keenoy,C,OL,1997-02-26,2019,,,,Western Michigan,75.0,300.0,KeenJo00
00-0028986,Case Keenum,Casey,Keenum,QB,QB,1988-02-17,2012,,,,Houston,73.0,220.0,KeenCa00
00-0026890,Ryan Kees,Ryan,Kees,DE,DL,1986-04-02,2009,,,,St. Cloud State University,78.0,275.0,
00-0032836,Bryson Keeton,Bryson,Keeton,CB,DB,1993-02-24,2016,,,,Montana State,74.0,190.0,KeetBr00
KEE719836,Durwood Keeton,Durwood,Keeton,DB,DB,1952-08-14,1975,1974.0,4.0,85.0,Oklahoma,71.0,178.0,KeetDu20
KEE775208,Carl Keever,Carl,Keever,LB,LB,1961-08-17,1987,,,,Boise State; Oregon State,74.0,236.0,KeevCa20
00-0009071,Mike Kegarise,Mike,Kegarise,OT,OL,1971-06-19,1994,,,,University of Edinboro,77.0,310.0,
00-0026274,Stanford Keglar,Stanford,Keglar,LB,LB,1985-07-04,2008,2008.0,4.0,134.0,Purdue,74.0,250.0,KeglSt99
00-0026263,Bryan Kehl,Bryan,Kehl,LB,LB,1984-06-16,2008,2008.0,4.0,123.0,BYU,74.0,243.0,KehlBr99
00-0009072,Ed Kehl,Ed,Kehl,DE,DL,1972-08-03,2002,,,,BYU,76.0,310.0,
KEH276861,Scott Kehoe,Scott,Kehoe,OT,OL,1964-09-20,1987,,,,Illinois,76.0,282.0,KehoSc20
KEH553722,Rick Kehr,Karl,Kehr,OT,OL,1959-06-18,1987,,,,Carthage College,75.0,285.0,KehrRi20
00-0024309,Freddy Keiaho,Naivote,Keiaho,LB,LB,1982-12-18,2006,2006.0,3.0,94.0,San Diego State,71.0,226.0,KeiaFr20
00-0009076,Mike Keim,Karl,Keim,OT,OL,1965-11-12,1991,,,,BYU; Mesa CC,79.0,302.0,KeimMi20
00-0021344,Brett Keisel,Brett,Keisel,DE,DL,1978-09-19,2002,2002.0,7.0,242.0,BYU,77.0,285.0,KeisBr20
00-0028742,Thomas Keiser,Thomas,Keiser,OLB,LB,1989-03-28,2011,,,,Stanford,76.0,260.0,KeisTh00
00-0026365,Brandon Keith,Brandon,Keith,OT,OL,1984-11-21,2008,2008.0,7.0,225.0,Northern Iowa; Oklahoma; Northeast Oklahoma,77.0,335.0,KeitBr20
KEI393563,Charlton Keith,Charlton,Keith,DE,DL,1983-05-04,2006,,,,Kansas; Minnesota West Comm. & Tech-Worthington; Minnesota,76.0,236.0,
00-0009079,Craig Keith,Craig,Keith,TE,TE,1971-04-27,1993,1993.0,7.0,189.0,Lenoir Rhyne,75.0,262.0,KeitCr20
00-0019612,John Keith,John,Keith,DB,DB,1977-02-04,2000,2000.0,4.0,108.0,Furman,72.0,207.0,KeitJo20
00-0022206,Kenton Keith,Kenton,Keith,RB,RB,1980-07-14,2007,,,,New Mexico State,71.0,198.0,KeitKe00
KEI415291,Gary Keithley,Gary,Keithley,QB,QB,1951-01-11,1974,,,,Texas-El Paso; Texas; Alvin Community College,75.0,210.0,KeitGa00
00-0034192,Nick Keizer,Nick,Keizer,TE,TE,1995-05-02,2018,,,,Grand Valley,76.0,251.0,KeizNi00
00-0034984,Kingsley Keke,Kingsley,Keke,DE,DL,1996-09-26,2019,2019.0,5.0,150.0,Texas A&M,75.0,288.0,KekeKi00
00-0028129,Jason Kelce,Jason,Kelce,C,OL,1987-11-05,2011,2011.0,6.0,191.0,Cincinnati,75.0,295.0,KelcJa00
00-0030506,Travis Kelce,Travis,Kelce,TE,TE,1989-10-05,2013,2013.0,3.0,63.0,Cincinnati,77.0,250.0,KelcTr00
KEL016611,Louie Kelcher,Louie,Kelcher,NT,DL,1953-08-23,1975,1975.0,2.0,30.0,SMU,77.0,291.0,KelcLo00
00-0029546,Senio Kelemete,Senio,Kelemete,G,OL,1990-05-10,2012,2012.0,5.0,151.0,Washington,75.0,301.0,KeleSe00
00-0030715,Wade Keliikipi,Wade,Keliikipi,NT,DL,1991-07-21,2014,,,,Oregon,74.0,303.0,KeliWa00
KEL049833,Mark Kellar,Mark,Kellar,RB,RB,1952-07-17,1976,1974.0,6.0,155.0,Northern Illinois,72.0,225.0,KellMa00
KEL066444,Scott Kellar,Scott,Kellar,NT,DL,1963-12-31,1986,1986.0,5.0,117.0,Northern Illinois,75.0,282.0,KellSc20
KEL083055,Bill Kellar,William,Kellar,WR,WR,1956-02-08,1978,1978.0,7.0,184.0,Stanford,71.0,187.0,KellBi21
00-0026170,Dustin Keller,Dustin,Keller,TE,TE,1984-09-25,2008,2008.0,1.0,30.0,Purdue,74.0,255.0,KellDu00
00-0041410,Jaden Keller,Jaden,Keller,LB,LB,2003-04-17,2026,,,,Virginia Tech,75.0,235.0,
KEL116277,Larry Keller,Larry,Keller,OLB,LB,1953-10-02,1976,1975.0,9.0,214.0,Houston,74.0,223.0,KellLa20
KEL166110,Doug Kellermeyer,Douglas,Kellermeyer,OT,OL,1961-06-01,1987,,,,BYU,75.0,275.0,KellDo20
00-0026528,Braxton Kelley,Braxton,Kelley,LB,LB,1986-10-24,2009,,,,Kentucky,72.0,230.0,KellBr01
KEL182721,Brian Kelley,Brian,Kelley,ILB,LB,1951-09-01,1974,,,,California Lutheran University,75.0,230.0,KellBr20
KEL199332,Chris Kelley,Christopher,Kelley,TE,TE,1964-11-13,1987,1987.0,7.0,178.0,Akron,76.0,240.0,KellCh20
00-0021945,Ethan Kelley,Ethan,Kelley,NT,DL,1980-02-12,2004,2003.0,7.0,243.0,Baylor,74.0,338.0,KellEt20
00-0036370,Joshua Kelley,Joshua,Kelley,RB,RB,1997-11-20,2020,2020.0,4.0,112.0,UCLA,71.0,212.0,KellJo01
KEL298998,Mike Kelley,Michael,Kelley,QB,QB,1959-12-31,1987,1982.0,6.0,149.0,Georgia Tech,75.0,195.0,KellMi21
KEL315609,Mike Kelley,Micheal,Kelley,G,OL,1962-02-27,1985,1985.0,3.0,82.0,Notre Dame,77.0,266.0,KellMi22
00-0032371,Rob Kelley,Robert,Kelley,RB,RB,1992-10-03,2016,,,,Tulane,72.0,229.0,KellRo00
KEL365442,Kevin Kellin,Kevin,Kellin,DT,DL,1959-11-16,1986,,,,Minnesota,78.0,267.0,KellKe21
KEL465108,Marv Kellum,Marvin,Kellum,MLB,LB,1952-06-23,1974,,,,Wichita State University,74.0,225.0,KellMa20
00-0019711,Ben Kelly,Benjamin,Kelly,DB,DB,1978-09-15,2000,2000.0,3.0,84.0,Colorado,69.0,185.0,KellBe20
00-0009106,Brian Kelly,Brian,Kelly,CB,DB,1976-01-14,1998,1998.0,2.0,45.0,USC,71.0,193.0,KellBr21
00-0033597,Chad Kelly,Chad,Kelly,QB,QB,1994-03-26,2017,2017.0,7.0,253.0,Mississippi; East Mississippi JC; Clemson,74.0,216.0,KellCh00
00-0030157,Colin Kelly,Colin,Kelly,OT,OL,1989-12-29,2013,,,,Oregon State,77.0,298.0,KellCo00
00-0029419,Dennis Kelly,Dennis,Kelly,OT,OL,1990-01-16,2012,2012.0,5.0,153.0,Purdue,80.0,321.0,KellDe00
00-0035407,Derrick Kelly,Derrick,Kelly,OT,OL,1995-08-23,2019,,,,Florida State,77.0,320.0,KellDe01
00-0020473,Eric Kelly,Eric,Kelly,CB,DB,1977-01-15,2001,2001.0,3.0,69.0,Kentucky,70.0,197.0,KellEr20
00-0041102,Jack Kelly,Jack,Kelly,LB,LB,2003-01-02,2026,,,,BYU; Weber State,74.0,240.0,KellJa00
00-0009111,Jim Kelly,James,Kelly,QB,QB,1960-02-14,1986,1983.0,1.0,14.0,Miami,75.0,226.0,KellJi00
KEL614607,Jim Kelly,James,Kelly,TE,TE,1951-08-07,1974,,,,Tennessee State,76.0,212.0,KellJi01
00-0009110,Jeff Kelly,Jeff,Kelly,LB,LB,1975-12-13,1999,1999.0,6.0,198.0,Kansas State; Stephen F. Austin State; Garden City CC,71.0,242.0,KellJe20
00-0021334,Jeff Kelly,Jeff,Kelly,QB,QB,1979-09-07,2002,2002.0,7.0,232.0,Southern Mississippi,73.0,212.0,KellJe21
00-0034425,Jermaine Kelly,Jermaine,Kelly,DB,DB,1995-02-26,2018,2018.0,7.0,222.0,San Jose State,73.0,204.0,KellJe01
00-0034808,John Kelly,John,Kelly,RB,RB,1996-10-04,2018,2018.0,6.0,176.0,Tennessee,70.0,208.0,KellJo00
